"BehaviorSpace results (NetLogo 6.3.0)"
"PSO_NL_Template.nlogo"
"particle-speed-limit-f7-c9-penalty"
"12/30/2022 23:31:19:324 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","trails-mode","particle-inertia","path-to-load","swarm-confidence","highlight-mode","penalty","constraint_handling_method","Constraint","fitness_function","Constraints","path-to-save","population-size","personal-confidence","particle-speed-limit","[step]","global-best-val","iterations"
"53","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","9","1","10"
"51","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","7","1","8"
"52","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","11","1","12"
"54","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","2","1","3"
"55","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","9","1","10"
"56","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","5","1","6"
"57","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","10","1","11"
"59","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","6","1","7"
"58","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","6","1","7"
"61","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","7","3","1","4"
"60","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","6","9","1","10"
"62","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","7","5","1","6"
"63","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","7","2","1","3"
"64","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","7","6","1","7"
"65","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","7","1","1","2"
"66","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","7","7","1","8"
"67","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","7","4","1","5"
"68","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","7","4","1","5"
"69","None","0.5","filename.txt","1","Best found","0.5","Penalty Method","Constraint 9","F7 Booth's Function","true","filename.txt","50","1","7","6","1","7"
